,document,r1-precision,r1-recall,r1-f1-score,r2-precision,r2-recall,r2-f1-score,rL-precision,rL-recall,rL-f1-score
69,W97-0713,0.09174311926605505,0.9433962264150944,0.1672240802675585,0.06801470588235294,0.7115384615384616,0.12416107382550334,0.08073394495412844,0.8301886792452831,0.14715719063545152
70,J90-1003,0.7837837837837838,0.4264705882352941,0.5523809523809523,0.6181818181818182,0.33497536945812806,0.43450479233226835,0.4774774774774775,0.25980392156862747,0.3365079365079366
71,P96-1027,0.32954545454545453,0.3372093023255814,0.3333333333333333,0.11494252873563218,0.11764705882352941,0.11627906976744186,0.20454545454545456,0.20930232558139536,0.20689655172413796
72,P05-1059,0.42857142857142855,0.10948905109489052,0.17441860465116277,0.058823529411764705,0.014705882352941176,0.023529411764705882,0.2857142857142857,0.072992700729927,0.11627906976744186
73,P10-1040,0.35294117647058826,0.17647058823529413,0.23529411764705885,0.0,0.0,0.0,0.14705882352941177,0.07352941176470588,0.09803921568627452
74,W07-2012,0.4230769230769231,0.09090909090909091,0.14965986394557826,0.08,0.016666666666666666,0.027586206896551724,0.3076923076923077,0.06611570247933884,0.10884353741496598
75,N04-1042,0.5063291139240507,0.21164021164021163,0.29850746268656714,0.23076923076923078,0.09574468085106383,0.13533834586466165,0.3037974683544304,0.12698412698412698,0.1791044776119403
76,J90-1004,0.8793103448275862,0.5204081632653061,0.653846153846154,0.7894736842105263,0.4639175257731959,0.5844155844155845,0.5517241379310345,0.32653061224489793,0.41025641025641024
77,P06-1085,0.275,0.171875,0.21153846153846156,0.02531645569620253,0.015748031496062992,0.01941747572815534,0.1375,0.0859375,0.10576923076923078
78,P01-1064,0.2857142857142857,0.16071428571428573,0.20571428571428574,0.16129032258064516,0.09009009009009009,0.11560693641618497,0.1746031746031746,0.09821428571428571,0.1257142857142857
79,H05-1004,0.3655913978494624,0.23448275862068965,0.2857142857142857,0.07608695652173914,0.04861111111111111,0.05932203389830509,0.23655913978494625,0.15172413793103448,0.18487394957983194
80,W98-1411,0.46,0.21296296296296297,0.2911392405063291,0.1836734693877551,0.08411214953271028,0.11538461538461539,0.28,0.12962962962962962,0.17721518987341772
81,J93-2005,0.7236842105263158,0.21912350597609562,0.33639143730886845,0.48,0.144,0.2215384615384615,0.4605263157894737,0.1394422310756972,0.21406727828746175
82,P05-1057,0.35,0.25225225225225223,0.2931937172774869,0.0759493670886076,0.05454545454545454,0.06349206349206349,0.175,0.12612612612612611,0.14659685863874344
83,P02-1042,0.44329896907216493,0.2670807453416149,0.33333333333333337,0.052083333333333336,0.03125,0.0390625,0.20618556701030927,0.12422360248447205,0.15503875968992248
84,W07-2216,0.19230769230769232,0.14018691588785046,0.16216216216216214,0.012987012987012988,0.009433962264150943,0.010928961748633878,0.14102564102564102,0.102803738317757,0.11891891891891891
85,W98-0705,0.4722222222222222,0.25757575757575757,0.3333333333333333,0.056338028169014086,0.030534351145038167,0.0396039603960396,0.20833333333333334,0.11363636363636363,0.14705882352941177
86,D09-1005,0.46774193548387094,0.13425925925925927,0.20863309352517986,0.08196721311475409,0.023255813953488372,0.036231884057971016,0.22580645161290322,0.06481481481481481,0.10071942446043165
87,P09-1094,0.25301204819277107,0.1826086956521739,0.2121212121212121,0.024390243902439025,0.017543859649122806,0.020408163265306124,0.1566265060240964,0.11304347826086956,0.13131313131313133
88,P06-2094,0.41025641025641024,0.12598425196850394,0.1927710843373494,0.10526315789473684,0.031746031746031744,0.04878048780487805,0.3076923076923077,0.09448818897637795,0.14457831325301204
89,C94-1027,0.75,0.33962264150943394,0.4675324675324676,0.5957446808510638,0.26666666666666666,0.3684210526315789,0.7291666666666666,0.330188679245283,0.45454545454545453
90,W04-1013,0.37142857142857144,0.2222222222222222,0.27807486631016043,0.13043478260869565,0.07758620689655173,0.09729729729729729,0.17142857142857143,0.10256410256410256,0.1283422459893048
91,W04-1221,0.07291666666666667,0.5833333333333334,0.12962962962962965,0.031578947368421054,0.2727272727272727,0.05660377358490566,0.07291666666666667,0.5833333333333334,0.12962962962962965
92,W03-1006,0.3076923076923077,0.13114754098360656,0.1839080459770115,0.0,0.0,0.0,0.15384615384615385,0.06557377049180328,0.09195402298850575
93,P88-1012,0.42168674698795183,0.5737704918032787,0.4861111111111111,0.3170731707317073,0.43333333333333335,0.36619718309859156,0.3132530120481928,0.4262295081967213,0.3611111111111111
94,P09-1058,0.3474576271186441,0.25949367088607594,0.2971014492753623,0.11965811965811966,0.08917197452229299,0.10218978102189781,0.1864406779661017,0.13924050632911392,0.15942028985507245
95,E06-1011,0.3037974683544304,0.16326530612244897,0.21238938053097342,0.02564102564102564,0.0136986301369863,0.017857142857142856,0.13924050632911392,0.07482993197278912,0.09734513274336283
96,J93-2002,0.6868686868686869,0.37362637362637363,0.48398576512455516,0.5510204081632653,0.2983425414364641,0.3870967741935484,0.36363636363636365,0.1978021978021978,0.25622775800711745
97,W02-0603,0.3918918918918919,0.22137404580152673,0.28292682926829266,0.0821917808219178,0.046153846153846156,0.05911330049261084,0.20270270270270271,0.11450381679389313,0.14634146341463417
98,P96-1011,0.3877551020408163,0.14074074074074075,0.20652173913043478,0.08333333333333333,0.029850746268656716,0.04395604395604395,0.1836734693877551,0.06666666666666667,0.09782608695652174
99,P88-1015,0.3442622950819672,0.17355371900826447,0.23076923076923078,0.0,0.0,0.0,0.18032786885245902,0.09090909090909091,0.12087912087912088
100,P08-1115,0.3146067415730337,0.22580645161290322,0.2629107981220657,0.03409090909090909,0.024390243902439025,0.028436018957345974,0.15730337078651685,0.11290322580645161,0.13145539906103285
101,J08-1002,0.9850746268656716,0.24719101123595505,0.39520958083832336,0.9393939393939394,0.23308270676691728,0.37349397590361444,0.8059701492537313,0.20224719101123595,0.32335329341317365
102,D07-1103,0.2903225806451613,0.1836734693877551,0.225,0.03278688524590164,0.020618556701030927,0.02531645569620253,0.1935483870967742,0.12244897959183673,0.15
103,P06-1014,0.4519230769230769,0.27485380116959063,0.3418181818181818,0.11650485436893204,0.07058823529411765,0.08791208791208792,0.23076923076923078,0.14035087719298245,0.17454545454545453
104,W09-1105,0.4859154929577465,0.43670886075949367,0.46,0.20567375886524822,0.18471337579617833,0.19463087248322147,0.21830985915492956,0.1962025316455696,0.20666666666666664
105,D07-1104,0.38636363636363635,0.1069182389937107,0.16748768472906406,0.09302325581395349,0.02531645569620253,0.03980099502487562,0.25,0.06918238993710692,0.10837438423645321
106,P99-1065,0.34375,0.4230769230769231,0.3793103448275862,0.18110236220472442,0.22330097087378642,0.2,0.171875,0.21153846153846154,0.1896551724137931
107,N07-1030,0.2828282828282828,0.2545454545454545,0.2679425837320574,0.04081632653061224,0.03669724770642202,0.03864734299516908,0.12121212121212122,0.10909090909090909,0.11483253588516747
108,C02-1145,0.1791044776119403,0.21428571428571427,0.19512195121951217,0.015151515151515152,0.01818181818181818,0.01652892561983471,0.1044776119402985,0.125,0.11382113821138211
109,W07-0718,0.4146341463414634,0.3063063063063063,0.3523316062176166,0.07407407407407407,0.05454545454545454,0.06282722513089006,0.2682926829268293,0.1981981981981982,0.22797927461139897
110,P96-1042,0.6538461538461539,0.1559633027522936,0.2518518518518518,0.19607843137254902,0.04608294930875576,0.0746268656716418,0.28846153846153844,0.06880733944954129,0.11111111111111109
111,E06-1042,0.5609756097560976,0.2100456621004566,0.30564784053156147,0.18518518518518517,0.06880733944954129,0.10033444816053512,0.24390243902439024,0.091324200913242,0.13289036544850497
112,W99-0623,0.32,0.15584415584415584,0.2096069868995633,0.02702702702702703,0.013071895424836602,0.017621145374449337,0.17333333333333334,0.08441558441558442,0.11353711790393015
113,W04-2609,0.27722772277227725,0.4307692307692308,0.3373493975903615,0.06,0.09375,0.07317073170731707,0.15841584158415842,0.24615384615384617,0.1927710843373494
114,P84-1085,0.5066666666666667,0.2602739726027397,0.3438914027149321,0.2702702702702703,0.13793103448275862,0.18264840182648404,0.26666666666666666,0.136986301369863,0.18099547511312217
115,H05-1059,0.3055555555555556,0.16541353383458646,0.21463414634146344,0.07042253521126761,0.03787878787878788,0.04926108374384237,0.2361111111111111,0.12781954887218044,0.16585365853658537
116,P01-1030,0.37894736842105264,0.23841059602649006,0.29268292682926833,0.05319148936170213,0.03333333333333333,0.040983606557377046,0.23157894736842105,0.1456953642384106,0.17886178861788615
117,D09-1058,0.5802469135802469,0.2422680412371134,0.34181818181818185,0.275,0.11398963730569948,0.16117216117216118,0.37037037037037035,0.15463917525773196,0.21818181818181817
118,N03-1003,0.20833333333333334,0.03048780487804878,0.05319148936170212,0.0,0.0,0.0,0.16666666666666666,0.024390243902439025,0.0425531914893617
119,C90-2067,0.3333333333333333,0.15315315315315314,0.20987654320987653,0.06,0.02727272727272727,0.0375,0.19607843137254902,0.09009009009009009,0.1234567901234568
120,H05-1066,0.33766233766233766,0.19117647058823528,0.24413145539906103,0.05263157894736842,0.02962962962962963,0.037914691943127965,0.18181818181818182,0.10294117647058823,0.13145539906103285
121,N04-1016,0.4731182795698925,0.23404255319148937,0.3131672597864769,0.09782608695652174,0.0481283422459893,0.06451612903225806,0.23655913978494625,0.11702127659574468,0.15658362989323846
122,P02-1018,0.44339622641509435,0.21076233183856502,0.28571428571428575,0.05714285714285714,0.02702702702702703,0.03669724770642202,0.1792452830188679,0.08520179372197309,0.1155015197568389
123,P06-2005,0.48214285714285715,0.2465753424657534,0.32628398791540786,0.11711711711711711,0.05963302752293578,0.0790273556231003,0.22321428571428573,0.1141552511415525,0.15105740181268879
124,C94-1042,0.43103448275862066,0.3424657534246575,0.3816793893129771,0.3333333333333333,0.2638888888888889,0.29457364341085274,0.3793103448275862,0.3013698630136986,0.33587786259541985
125,P01-1008,0.34328358208955223,0.2875,0.31292517006802717,0.045454545454545456,0.0379746835443038,0.04137931034482759,0.19402985074626866,0.1625,0.17687074829931973
126,W99-0612,0.34285714285714286,0.1411764705882353,0.19999999999999998,0.07246376811594203,0.029585798816568046,0.04201680672268907,0.21428571428571427,0.08823529411764706,0.125
127,W04-3208,0.589041095890411,0.19111111111111112,0.28859060402684567,0.2638888888888889,0.08482142857142858,0.1283783783783784,0.3561643835616438,0.11555555555555555,0.174496644295302
128,A97-1030,0.28865979381443296,0.2857142857142857,0.28717948717948716,0.03125,0.030927835051546393,0.031088082901554404,0.16494845360824742,0.16326530612244897,0.1641025641025641
129,J05-1003,1.0,0.16,0.2758620689655173,0.9818181818181818,0.15472779369627507,0.2673267326732673,0.6607142857142857,0.10571428571428572,0.18226600985221675
130,W08-1301,0.47368421052631576,0.46956521739130436,0.47161572052401746,0.18584070796460178,0.18421052631578946,0.18502202643171808,0.22807017543859648,0.22608695652173913,0.22707423580786026
131,P00-1037,0.8913043478260869,0.2645161290322581,0.4079601990049751,0.8222222222222222,0.24025974025974026,0.37185929648241206,0.5217391304347826,0.15483870967741936,0.23880597014925373
132,P11-2033,0.35714285714285715,0.2916666666666667,0.3211009174311927,0.10309278350515463,0.08403361344537816,0.0925925925925926,0.1836734693877551,0.15,0.1651376146788991
133,E03-1076,0.375,0.21212121212121213,0.27096774193548384,0.10909090909090909,0.061224489795918366,0.0784313725490196,0.21428571428571427,0.12121212121212122,0.15483870967741933
134,W04-3237,0.6868686868686869,0.2111801242236025,0.32304038004750596,0.3979591836734694,0.12149532710280374,0.18615751789976132,0.5353535353535354,0.16459627329192547,0.2517814726840855
135,W95-0101,0.3287671232876712,0.19672131147540983,0.24615384615384614,0.08333333333333333,0.049586776859504134,0.06217616580310882,0.1643835616438356,0.09836065573770492,0.12307692307692307
136,C92-2070,0.8833333333333333,0.26108374384236455,0.4030418250950571,0.7966101694915254,0.23267326732673269,0.36015325670498083,0.5,0.1477832512315271,0.22813688212927757
137,P04-1035,0.3076923076923077,0.23841059602649006,0.26865671641791045,0.034482758620689655,0.02666666666666667,0.030075187969924814,0.1452991452991453,0.11258278145695365,0.12686567164179105
138,C96-1055,0.581081081081081,0.24022346368715083,0.33992094861660077,0.410958904109589,0.16853932584269662,0.2390438247011952,0.5675675675675675,0.2346368715083799,0.33201581027667987
139,J05-1004,0.6338028169014085,0.24064171122994651,0.3488372093023256,0.44285714285714284,0.16666666666666666,0.24218749999999997,0.5492957746478874,0.20855614973262032,0.3023255813953488
