,document,r1-precision,r1-recall,r1-f1-score,r2-precision,r2-recall,r2-f1-score,rL-precision,rL-recall,rL-f1-score
96,J93-2002,0.2857142857142857,0.39520958083832336,0.3316582914572864,0.0782608695652174,0.10843373493975904,0.09090909090909093,0.14285714285714285,0.19760479041916168,0.1658291457286432
97,W02-0603,0.21304347826086956,0.5051546391752577,0.2996941896024465,0.034934497816593885,0.08333333333333333,0.04923076923076923,0.11739130434782609,0.27835051546391754,0.1651376146788991
98,P96-1011,0.133630289532294,0.6122448979591837,0.2193784277879342,0.026785714285714284,0.12371134020618557,0.044036697247706424,0.0779510022271715,0.35714285714285715,0.12797074954296161
99,P88-1015,0.17813765182186234,0.5789473684210527,0.2724458204334365,0.06097560975609756,0.2,0.09345794392523364,0.11336032388663968,0.3684210526315789,0.17337461300309595
100,P08-1115,0.18025751072961374,0.5185185185185185,0.267515923566879,0.04741379310344827,0.1375,0.0705128205128205,0.09871244635193133,0.2839506172839506,0.1464968152866242
101,J08-1002,0.48559670781893005,0.45038167938931295,0.4673267326732673,0.17355371900826447,0.16091954022988506,0.16699801192842942,0.21810699588477367,0.20229007633587787,0.2099009900990099
102,D07-1103,0.4262295081967213,0.325,0.36879432624113473,0.16666666666666666,0.12658227848101267,0.14388489208633096,0.3442622950819672,0.2625,0.2978723404255319
103,P06-1014,0.18037974683544303,0.6867469879518072,0.2857142857142857,0.05714285714285714,0.21951219512195122,0.09068010075566751,0.12658227848101267,0.4819277108433735,0.20050125313283207
104,W09-1105,0.245136186770428,0.6363636363636364,0.35393258426966284,0.1015625,0.2653061224489796,0.14689265536723164,0.1517509727626459,0.3939393939393939,0.2191011235955056
105,D07-1104,0.23626373626373626,0.3467741935483871,0.281045751633987,0.049723756906077346,0.07317073170731707,0.05921052631578947,0.13736263736263737,0.20161290322580644,0.16339869281045752
106,P99-1065,0.17391304347826086,0.4878048780487805,0.2564102564102564,0.034934497816593885,0.09876543209876543,0.051612903225806445,0.09130434782608696,0.25609756097560976,0.1346153846153846
107,N07-1030,0.1794871794871795,0.5833333333333334,0.2745098039215686,0.08088235294117647,0.26506024096385544,0.12394366197183099,0.13186813186813187,0.42857142857142855,0.20168067226890754
108,C02-1145,0.175,0.7777777777777778,0.2857142857142857,0.09205020920502092,0.41509433962264153,0.1506849315068493,0.15833333333333333,0.7037037037037037,0.2585034013605442
109,W07-0718,0.21,0.42857142857142855,0.28187919463087246,0.06030150753768844,0.12371134020618557,0.08108108108108109,0.125,0.25510204081632654,0.16778523489932887
110,P96-1042,0.37158469945355194,0.4444444444444444,0.4047619047619048,0.13186813186813187,0.15789473684210525,0.1437125748502994,0.18579234972677597,0.2222222222222222,0.2023809523809524
111,E06-1042,0.22151898734177214,0.5,0.30701754385964913,0.05396825396825397,0.1223021582733813,0.0748898678414097,0.12025316455696203,0.2714285714285714,0.16666666666666666
112,W99-0623,0.12941176470588237,0.515625,0.20689655172413798,0.03937007874015748,0.15873015873015872,0.06309148264984228,0.0784313725490196,0.3125,0.12539184952978055
113,W04-2609,0.23295454545454544,0.2907801418439716,0.2586750788643533,0.06285714285714286,0.07857142857142857,0.06984126984126984,0.1534090909090909,0.19148936170212766,0.17034700315457416
114,P84-1085,0.8333333333333334,0.12779552715654952,0.22160664819944598,0.5888501742160279,0.09003729355354288,0.15619223659889095,0.6284722222222222,0.09637912673056442,0.16712834718374883
115,H05-1059,0.20833333333333334,0.33613445378151263,0.25723472668810293,0.07329842931937172,0.11864406779661017,0.09061488673139159,0.13541666666666666,0.2184873949579832,0.1672025723472669
116,P01-1030,0.2761904761904762,0.5132743362831859,0.35913312693498456,0.05741626794258373,0.10714285714285714,0.07476635514018691,0.1380952380952381,0.25663716814159293,0.17956656346749228
117,D09-1058,0.24666666666666667,0.4966442953020134,0.3296213808463252,0.07692307692307693,0.1554054054054054,0.1029082774049217,0.14666666666666667,0.2953020134228188,0.19599109131403117
118,N03-1003,0.12837837837837837,0.5066666666666667,0.20485175202156333,0.04067796610169491,0.16216216216216217,0.06504065040650406,0.08445945945945946,0.3333333333333333,0.1347708894878706
119,C90-2067,0.45454545454545453,0.15306122448979592,0.22900763358778628,0.375,0.12371134020618557,0.18604651162790697,0.42424242424242425,0.14285714285714285,0.21374045801526717
120,H05-1066,0.2186046511627907,0.4519230769230769,0.2946708463949843,0.04672897196261682,0.0970873786407767,0.06309148264984228,0.11162790697674418,0.23076923076923078,0.15047021943573669
121,N04-1016,0.24316939890710382,0.5973154362416108,0.34563106796116505,0.09041095890410959,0.22297297297297297,0.1286549707602339,0.1366120218579235,0.33557046979865773,0.19417475728155342
122,P02-1018,0.25958702064896755,0.624113475177305,0.36666666666666664,0.09171597633136094,0.22142857142857142,0.12970711297071127,0.14454277286135694,0.3475177304964539,0.2041666666666667
123,P06-2005,0.08962264150943396,0.35185185185185186,0.14285714285714285,0.03317535545023697,0.1320754716981132,0.05303030303030303,0.07547169811320754,0.2962962962962963,0.12030075187969926
124,C94-1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,P01-1008,0.17972350230414746,0.609375,0.2775800711743772,0.06944444444444445,0.23809523809523808,0.1075268817204301,0.12903225806451613,0.4375,0.199288256227758
126,W99-0612,0.1388888888888889,0.5421686746987951,0.2211302211302211,0.034055727554179564,0.13414634146341464,0.05432098765432098,0.08641975308641975,0.3373493975903614,0.1375921375921376
127,W04-3208,0.44776119402985076,0.43478260869565216,0.4411764705882353,0.11,0.10679611650485436,0.1083743842364532,0.208955223880597,0.2028985507246377,0.2058823529411765
128,A97-1030,0.04225352112676056,0.5454545454545454,0.0784313725490196,0.02120141342756184,0.2857142857142857,0.03947368421052632,0.04225352112676056,0.5454545454545454,0.0784313725490196
129,J05-1003,0.3789173789173789,0.4478114478114478,0.4104938271604938,0.15142857142857144,0.17905405405405406,0.16408668730650153,0.2022792022792023,0.23905723905723905,0.2191358024691358
130,W08-1301,0.16359447004608296,0.71,0.26591760299625467,0.06466512702078522,0.2828282828282828,0.10526315789473684,0.10138248847926268,0.44,0.16479400749063672
131,P00-1037,0.16363636363636364,0.45,0.24,0.0502283105022831,0.13924050632911392,0.0738255033557047,0.10909090909090909,0.3,0.16
132,P11-2033,0.13333333333333333,0.36538461538461536,0.19537275064267348,0.028169014084507043,0.07766990291262135,0.04134366925064599,0.08070175438596491,0.22115384615384615,0.11825192802056554
133,E03-1076,0.2073170731707317,0.3953488372093023,0.27199999999999996,0.03067484662576687,0.058823529411764705,0.04032258064516129,0.11585365853658537,0.22093023255813954,0.152
134,W04-3237,0.2195845697329377,0.4625,0.2977867203219316,0.0625,0.1320754716981132,0.08484848484848485,0.13353115727002968,0.28125,0.18108651911468815
135,W95-0101,0.2145748987854251,0.6883116883116883,0.32716049382716045,0.09349593495934959,0.3026315789473684,0.14285714285714285,0.13765182186234817,0.44155844155844154,0.20987654320987653
136,C92-2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,P04-1035,0.09213483146067415,0.5466666666666666,0.1576923076923077,0.03153153153153153,0.1891891891891892,0.05405405405405405,0.06741573033707865,0.4,0.11538461538461538
138,C96-1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,J05-1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,N06-1039,0.07853403141361257,0.6521739130434783,0.14018691588785046,0.03684210526315789,0.3181818181818182,0.0660377358490566,0.07329842931937172,0.6086956521739131,0.1308411214953271
141,W04-3230,0.21739130434782608,0.5704697986577181,0.31481481481481477,0.09487179487179487,0.25,0.137546468401487,0.10741687979539642,0.28187919463087246,0.15555555555555556
142,E03-1071,0.2849462365591398,0.6162790697674418,0.38970588235294124,0.0972972972972973,0.21176470588235294,0.13333333333333333,0.17204301075268819,0.37209302325581395,0.23529411764705882
143,N06-1006,0.2862903225806452,0.5107913669064749,0.36692506459948326,0.0931174089068826,0.16666666666666666,0.11948051948051948,0.17338709677419356,0.30935251798561153,0.22222222222222224
144,N09-1028,0.1423728813559322,0.5316455696202531,0.22459893048128343,0.061224489795918366,0.23076923076923078,0.0967741935483871,0.09830508474576272,0.3670886075949367,0.1550802139037433
